,,"Raw extracted data",,,,,,,,,,,,,,,,"Cleaned/synthesised data",,,,,,,
305,"Publication","Amalarethinam2024","Malicious outside attacks",,,TRUE,,,,,,TRUE,,,,,"P 474","Attacks from external entities / outsider attacks","",TRUE,TRUE,,,1,
306,"Publication","Amalarethinam2024","SQL injection attack",,,TRUE,,,,,,TRUE,,,,,"P 474","SQL injection","",TRUE,TRUE,,,1,
307,"Publication","Amalarethinam2024","Web or browser security attack",,,TRUE,,,,,,TRUE,,,,,"P 474","Web or browser security attack","",TRUE,TRUE,,,1,
308,"Publication","Amalarethinam2024","Phishing attack",,,TRUE,,,,,TRUE,,,,,,"P 474","Phishing","",TRUE,TRUE,,,1,
309,"Publication","Amalarethinam2024","Password reset attack",,,TRUE,,,,,TRUE,,,,,,"P 474","Password reset attack","",TRUE,TRUE,,,1,
310,"Publication","Amalarethinam2024","Cloud malware",,,TRUE,,,,,TRUE,,,,,,"P 474","(Cloud-related) malware injection attack","",TRUE,TRUE,,,1,
311,"Publication","Amalarethinam2024","Injection attack",,,TRUE,,,,,TRUE,,,,,,"P 474","Injection attack","",TRUE,TRUE,,,,
312,"Publication","Amalarethinam2024","MITM attack",,,TRUE,,,,,TRUE,,,,,,"P 474","MITM attack","",TRUE,TRUE,,,,
313,"Publication","Amalarethinam2024","Flooding attack",,,TRUE,,,,,TRUE,,,,,,"P 474","DoS/DDoS attack","",TRUE,TRUE,,,1,
314,"Publication","Amalarethinam2024","Stepping-stone attacks",,,TRUE,,,,TRUE,,,,,,,"P 474","APTs","",TRUE,TRUE,,,,
315,"Publication","Amalarethinam2024","Insider threat",,,TRUE,,,,TRUE,,,,,,,"P 474","Malicious Insider attack","",TRUE,TRUE,,,1,
316,"Publication","Amalarethinam2024","Cross VM attacks",,,TRUE,,,,TRUE,,,,,,,"P 474","VM escape / Cross VM attack","",TRUE,TRUE,,,1,
317,"Publication","Amalarethinam2024","VM rollback",,,TRUE,,,,TRUE,,,,,,,"P 474","VM rollback","",TRUE,TRUE,,,1,
318,"Publication","Amalarethinam2024","Programming attack",,,TRUE,,,,TRUE,,,,,,,"P 474","Programming attack","",TRUE,TRUE,,,,
319,"Publication","Amalarethinam2024","Return oriented",,,TRUE,,,,TRUE,,,,,,,"P 474","Return oriented","",TRUE,TRUE,,,,
320,"Publication","Surianarayanan2023","Data breach",,,,,"Issue",,,,,"Cloud data storage",,,"study of Vurukonda and Thirumala Rao (2016),","P 6","Data breach","TRUE",,,,,,1
321,"Publication","Surianarayanan2023","Data theft",,,,,"Issue",,,,,"Cloud data storage",,,"study of Vurukonda and Thirumala Rao (2016),","P 6","Data theft","TRUE",,,,,,1
322,"Publication","Surianarayanan2023","Unavailability of data",,,,,"Issue",,,,,"Cloud data storage",,,"study of Vurukonda and Thirumala Rao (2016),","P 6","Data lock-in / Resources unavailability","TRUE",,,,,,1
323,"Publication","Surianarayanan2023","Data secrecy",,,,,"Challenge, Issue",,,,,"Big data",,,"Khan et al. (2021)","P 6","Data secrecy","TRUE",,,,,,1
324,"Publication","Surianarayanan2023","Geographical location issues",,,,,"Challenge, Issue",,,,,"Big data",,,,"P 6","Data location","TRUE",,,,,,1
325,"Publication","Surianarayanan2023","Unauthorized data access",,,,,"Challenge, Issue",,,,,"Big data",,,,"P 6","Third-party access / Unauthorized access to data and privileged information","",TRUE,TRUE,,,1,
326,"Publication","Surianarayanan2023","Lack of control",,,,,"Challenge, Issue",,,,,"Big data",,,,"P 6","Potential loss of control/ownership of data","TRUE",,,,,,1
327,"Publication","Surianarayanan2023","lack of data management",,,,,"Challenge, Issue",,,,,"Big data",,,,"P 6","Lack of data management","TRUE",,,,,,1
328,"Publication","Surianarayanan2023","Network-level",,,,,"Challenge, Issue",,,,,"Big data",,,,"P 6","Network security","TRUE",,,,,,1
329,"Publication","Surianarayanan2023","Data integrity",,,,,"Challenge, Issue",,,,,"Big data",,,,"P 6","Data integrity","TRUE",,,,,,1
330,"Publication","Surianarayanan2023","Data recovery",,,,,"Challenge, Issue",,,,,"Big data",,,,"P 6","Data recovery","TRUE",,,,,,1
331,"Publication","Surianarayanan2023","Lack of trust",,,,,"Challenge, Issue",,,,,"Big data",,,,"P 6","Lack of trust","TRUE",,,,,,1
332,"Publication","Surianarayanan2023","Data sharing",,,,,"Challenge, Issue",,,,,"Big data",,,,"P 6","Data sharing","TRUE",,,,,,1
333,"Publication","Surianarayanan2023","Data availability",,,,,"Challenge, Issue",,,,,"Big data",,,,"P 6","(Data) Availability","TRUE",,,,,,1
334,"Publication","Surianarayanan2023","Asset issues",,,,,"Challenge, Issue",,,,,"Big data",,,,"P 6","Asset issues","",,,,,,
335,"Publication","Surianarayanan2023","Legel amenabilities",,,,,"Challenge, Issue",,,,,"Big data",,,,"P 6","Legal framework","TRUE",,,,,,1
336,"Publication","Surianarayanan2023","Lack of quality",,,,,"Challenge, Issue",,,,,"Big data",,,,"P 6","Lack of quality","",,,,,,
337,"Publication","Surianarayanan2023","Lack of consistency",,,,,"Challenge, Issue",,,,,"Big data",,,,"P 6","Lack of consistency","",,,,,,
338,"Publication","Surianarayanan2023","Data secrecy",,,,,"Challenge",,,,,,"Most prominent security challenge",,,"P 6","Data secrecy","TRUE",,,,,,1
339,"Publication","Surianarayanan2023","DDoS",,,TRUE,,,,,,,"Software Defined Cloud (SDN)",,,,"P 6","DoS/DDoS attack","",TRUE,TRUE,,,1,
340,"Publication","Surianarayanan2023","Issues related to virtualization and multitenancy",,,,,"Issue",,TRUE,,,,,,,"P 6","Issues related to virtualization; Multitenancy / Shared technology","",,,,,1,
341,"Publication","Surianarayanan2023","DoS",,,TRUE,,"Issue",,TRUE,,,"VM",,,,"P 6","DoS/DDoS attack","",TRUE,TRUE,,,1,
342,"Publication","Surianarayanan2023","Bugs in virtualizatio nsoftware",,,,TRUE,"Issue, Bug",,TRUE,,,"VM",,,,"P 6","Exploit vulnerability/bug in virtualization software (to access other virtual network)","",TRUE,TRUE,TRUE,,1,
343,"Publication","Surianarayanan2023","VM escape",,,TRUE,,"Issue",,TRUE,,,"VM",,,,"P 6","VM escape / Cross VM attack","",TRUE,TRUE,,,1,
344,"Publication","Surianarayanan2023","VMs are not monitored and managed properly",,,,,"Issue",,TRUE,,,"VM",,,,"P 6","Disabled/misconfigured monitoring and logging (on a heterogeneous workload system); Misconfigured services (storage/computing instances/…) and security-related settings","",TRUE,,,,2,
345,"Publication","Surianarayanan2023","Malware",,,TRUE,,"Issue",,TRUE,,,"VM",,,,"P 6","(Cloud-related) malware injection attack","",TRUE,TRUE,,,1,
346,"Publication","Surianarayanan2023","Copy sensitive data from the VM to outside",,,TRUE,,"Issue",,TRUE,,,"VM",,,,"P 6","Access/Expose sensitive data","",TRUE,TRUE,,,1,
347,"Publication","Surianarayanan2023","virtual networks are not isolated completely",,,,,"Issue",,TRUE,,,"VM",,,,"P 6","Exploit vulnerability/bug in virtualization software (to access other virtual network)","",TRUE,,TRUE,,1,
348,"Publication","Surianarayanan2023","Exploit vulnerability and access other virtual networks",,,TRUE,,"Issue",,TRUE,,,"VM",,,,"P 6","Exploit vulnerability/bug in virtualization software (to access other virtual network)","",TRUE,TRUE,TRUE,,1,
349,"Publication","Surianarayanan2023","Misconfiguration of computing instances",,,,TRUE,,,TRUE,,,"VM","One of the major security concerns",,,"P 6","Misconfigured services (storage/computing instances/…) and security-related settings","",TRUE,,TRUE,,1,
350,"Publication","Surianarayanan2023","VM theft","Virtualization and hypervisor related attacks",,TRUE,,,,TRUE,,,,,,,"P 7","VM theft","",TRUE,TRUE,,,1,
351,"Publication","Surianarayanan2023","VM sprawl (remains out of date for security updates)","Virtualization and hypervisor related attacks",,TRUE,,,,TRUE,,,,,,,"P 7","VM sprawl (remains out of date for security updates)","",TRUE,TRUE,,,1,
352,"Publication","Surianarayanan2023","VM escape","Virtualization and hypervisor related attacks",,TRUE,,,,TRUE,,,,,,,"P 7","VM escape / Cross VM attack","",TRUE,TRUE,,,1,
353,"Publication","Surianarayanan2023","Hyperjacking (attacker takes control over the hypervisor)","Virtualization and hypervisor related attacks",,TRUE,,,,TRUE,,,,,,,"P 7","Hyperjacking (attacker takes control over the hypervisor)","",TRUE,TRUE,,,1,
354,"Publication","Surianarayanan2023","Hypercall attack","Virtualization and hypervisor related attacks",,TRUE,,,,TRUE,,,,,,,"P 7","Exploit vulnerability/bug in virtualization software (to access other virtual network)","",TRUE,TRUE,,,1,
355,"Publication","Surianarayanan2023","Hypervisor failure","Virtualization and hypervisor related attacks",,TRUE,,,,TRUE,,,,,,,"P 7","Hypervisor failure","",TRUE,,,,1,
356,"Publication","Surianarayanan2023","Guest hopping attack / VM hopping attack","Virtualization and hypervisor related attacks",,TRUE,,,,TRUE,,,,,,,"P 7","Guest hopping attack; VM hopping attack","",TRUE,TRUE,,,1,
357,"Publication","Surianarayanan2023","Cross VM side channel attacks","Virtualization and hypervisor related attacks",,TRUE,,,,TRUE,,,,,,,"P 7","(Cross-) VM side-channel attacks","",TRUE,TRUE,,,1,
358,"Publication","Surianarayanan2023","Exploit vulnerabilities of applications and software tools to gain access",,,TRUE,,,,,,,,,,,"P 7","Exploit vulnerabilities of applications and software tools to gain access","",TRUE,TRUE,,,,
359,"Publication","Surianarayanan2023","Heterogeneity in hardware and software cause flaws as the security setting for different resources would be different","Three major causes",,TRUE,,"Issue",,,TRUE,,,"One of the major security issue",,,"P 8","Heterogeneity in hardware and software cause flaws as the security setting for different resources would be different","TRUE",,TRUE,,,,1
360,"Publication","Surianarayanan2023","Host in a multi-tenant environment becomes vulnerable to security attack (vulnerable host)","Three major causes",,TRUE,,"Issue",,,TRUE,,,"One of the major security issue",,,"P 8","Host in a multi-tenant environment becomes vulnerable to security attack (vulnerable host)","",TRUE,TRUE,,,1,
361,"Publication","Surianarayanan2023","The resource of objects in a host also tends to be vulnerable (vulnerable object)","Three major causes",,TRUE,,"Issue",,,TRUE,,,"One of the major security issue",,,"P 8","The resource of objects in a host also tends to be vulnerable (vulnerable object)","",TRUE,TRUE,,,,
362,"Publication","Surianarayanan2023","Lack of monitoring ability on a heterogeneous workload system",,,TRUE,,"Issue",,,TRUE,,,"One of the major security issue",,,"P 8","Disabled/misconfigured monitoring and logging (on a heterogeneous workload system)","",TRUE,TRUE,,,1,
363,"Publication","Surianarayanan2023","Maintaining consistent security across multiple platforms or tools",,,TRUE,,"Issue",,,TRUE,,,"One of the major security issue",,,"P 8","Maintaining consistent security across multiple platforms or tools","TRUE",,TRUE,,,,1
364,"Publication","Surianarayanan2023","Poor access control enables access",,,TRUE,,,,,TRUE,,,,,,"P8","Access/Expose sensitive data","",TRUE,,TRUE,,1,
365,"Publication","Surianarayanan2023","Users may not be informed about the infrastructure and application-level security event logs",,,,,,,,,TRUE,,,,,"P 9","Lack of visibility into CSPs operations (security, environment management)","TRUE",,,,,,1
366,"Publication","Surianarayanan2023","Password replay attack",,,,,,,,,TRUE,,,,,"P 9 ","Replay attack (e.g. on password)","",TRUE,TRUE,,,1,
367,"Publication","Surianarayanan2023","Disclosing too much details (security program details) to consumers",,,,,"Risk",,,,TRUE,,,,,"P 9 ","CSP discloses too much details (security program details) to consumers","",TRUE,,,TRUE,,
368,"Publication","Surianarayanan2023","Unaware of security posture of the provider (CSP is disclosing to little information)",,,,,,,,,TRUE,,,,,"P 9 ","Unknown threats due to lack of transparency","",TRUE,,,,1,
369,"Publication","Surianarayanan2023","Customization of SaaS services",,,,,"Challenge",,,,TRUE,,,,,"P 9 ","Customization of SaaS services","TRUE",,,,,,1
370,"Publication","Surianarayanan2023","Poor IAM / lack of user control",,,TRUE,,"Issue",,,,TRUE,,,,,"P 9","Insufficient/missing access control","",TRUE,,TRUE,,1,
371,"Publication","Surianarayanan2023","Misconfigure the application and security related settings","Lack of user control",,TRUE,,"Issue",,,,TRUE,,,,,"P 9","Misconfigured services (storage/computing instances/…) and security-related settings","",TRUE,,TRUE,,1,
372,"Publication","Surianarayanan2023","Insecure APIs may lack proper role-based access control",,,TRUE,TRUE,"Issue, Risk",,,,TRUE,,,,,"P 9","Insecure APIs lack proper role-based access control","",TRUE,,TRUE,,1,
373,"Publication","Surianarayanan2023","SLA issues",,,TRUE,,"Issue",,,,TRUE,,,,,"P 9","SLA issues","TRUE",,,,,,1
374,"Publication","Surianarayanan2023","Incomplete data-deletion","Data security issues",,TRUE,,"Issue",,,,TRUE,,,,,"P 9","Incomplete data-deletion","TRUE",,,,,,1
375,"Publication","Surianarayanan2023","Data breach","Data security issues",,TRUE,,"Issue",,,,TRUE,,,,,"P 9","Data breach","TRUE",,,,,,1
376,"Publication","Surianarayanan2023","Data loss","Data security issues",,TRUE,,"Issue",,,,TRUE,,,,,"P 9","(Permanent) Data loss","TRUE",,,,,,1
377,"Publication","Surianarayanan2023","Data backup","Data security issues",,TRUE,,"Issue",,,,TRUE,,,,,"P 9","Ineffective/insecure recovery/backup techniques (lack of a good disaster recovery plan)","",TRUE,,,,1,
378,"Publication","Surianarayanan2023","Recovery related issues","Data security issues",,TRUE,,"Issue",,,,TRUE,,,,,"P 9","Recovery-related issues","TRUE",,,,,,1
379,"Publication","Surianarayanan2023","Logical data storage segregation due to multi-tenancy / Unaware of data location",,,TRUE,,"Issue",,,,TRUE,,,,,"P 9","Data location","TRUE",,,,,,1
380,"Publication","Humayun2022","Susceptibility to new malware",,,,,"Issue",,,,TRUE,,,"Mentioned as example of security issues",,"P 5","(Cloud-related) malware injection attack","",TRUE,,,,1,
381,"Publication","Humayun2022","Susceptibility to phishing attacks",,,TRUE,,"Issue",,,,TRUE,,,"Mentioned as example of security issues",,"P 5","Phishing","",TRUE,TRUE,,,1,
382,"Publication","Humayun2022","Client data being exposed",,,,,"Issue, risk",,,,TRUE,,,"Mentioned as example of security issues",,"P 5","Access/Expose sensitive data","",TRUE,TRUE,,,1,
383,"Publication","Humayun2022","Data breaches/leakage",,,,,"Issue, Challenge",,,,TRUE,,,,"Combined (GL and FL)","P 20","Data breaches; Data leakage/disclosure","TRUE",,TRUE,,,,2
384,"Publication","Humayun2022","Identity and access management",,,,,"Issue, Challenge",,,,TRUE,,,,"Combined (GL and FL)","P 20","Mistakes in Identity and access management (IAM)","",TRUE,,TRUE,,1,
385,"Publication","Humayun2022","Governance and regulatory compliance/SLA compliance",,,,,"Issue, Challenge",,,,TRUE,,,,"Combined (GL and FL)","P 20","Compliance; SLA issues","TRUE",,,,,,1
386,"Publication","Humayun2022","Malicious insiders",,,,,"Issue, Challenge",,,,TRUE,,,,"Combined (GL and FL)","P 20","Malicious insider attack","",TRUE,TRUE,,,1,
387,"Publication","Humayun2022","Transit security",,,,,"Issue, Challenge",,,,TRUE,,,,"Combined (GL and FL)","P 20","Transit security","TRUE",,,,,,1
388,"Publication","Humayun2022","Non-standard API interfaces",,,,,"Issue, Challenge",,,,TRUE,,,,"Combined (GL and FL)","P 20","Insecure interfaces and APIs","",TRUE,,TRUE,,1,
389,"Publication","Humayun2022","Backup and recovery",,,,,"Issue, Challenge",,,,TRUE,,,,"Combined (GL and FL)","P 20","Ineffective/insecure recovery/backup techniques (lack of a good disaster recovery plan)","",TRUE,,TRUE,,1,
390,"Publication","Humayun2022","Lack of expertise",,,,,"Issue, Challenge",,,,TRUE,,,,"Combined (GL and FL)","P 20","Lack of expertise","TRUE",,,,,,1
391,"Publication","Humayun2022","Insecure or incomplete data deletion",,,,,"Issue, Challenge",,,,TRUE,,,,"Combined (GL and FL)","P 20","Insecure or incomplete data deletion","",TRUE,,TRUE,,1,
392,"Publication","Humayun2022","Virtualization issues/cloud & CSP migration issues",,,,,"Issue, Challenge",,,,TRUE,,,,"Combined (GL and FL)","P 20","Virtualization / Hypervisor security","TRUE",,,,,,1
393,"Publication","Humayun2022","Multi-tenant environment",,,,,"Issue, Challenge",,,,TRUE,,,,"Combined (GL and FL)","P 20","Multi-tenant environment / data isolation","TRUE",,,,,,1
394,"Publication","Humayun2022","Lack of trust between the cloud provider and client",,,,,"Issue, Challenge",,,,TRUE,,,,"Discussed in FL only","P 20","Lack of trust","TRUE",,,,,,1
395,"Publication","Humayun2022","Network security/shared technology",,,,,"Issue, Challenge",,,,TRUE,,,,"Discussed in FL only","P 20","Network security; Multi-tenant environment / data isolation","TRUE",,,,,,1
396,"Publication","Humayun2022","Not incorporating security into SDLC",,,,,"Issue, Challenge",,,,TRUE,,,,"Discussed in FL only","P 20","Not incorporating security into SDLC","",,,,,,
397,"Publication","Humayun2022","Different service delivery orreceiving models.",,,,,"Issue, Challenge",,,,TRUE,,,,"Discussed in FL only","P 20","Different service delivery or receiving models.","TRUE",,,,,,1
398,"Publication","Humayun2022","Documentation",,,,,"Issue, Challenge",,,,TRUE,,,,"Discussed in FL only","P 20","Documentation","TRUE",,,,,,1
399,"Publication","Humayun2022","Paying upfront and long-term",,,,,"Issue, Challenge",,,,TRUE,,,,"Discussed in GL only","P 20","Managing costs","TRUE",,,,,,1
400,"Publication","Humayun2022","Heterogeneous devices",,,,,"Issue, Challenge",,,,TRUE,,,,"Discussed in GL only","P 20","Heterogeneous devices","TRUE",,,,,,1
401,"Publication","Wali2024","Connectivity with cloud services","Vulnerabilities factors",,,TRUE,,,,,,,,"From figure 3",,"P 6","Connectivity with cloud services","",TRUE,,TRUE,,1,
402,"Publication","Wali2024","Shared infrastructure","Vulnerabilities factors",,,TRUE,,,,,,,,"From figure 3",,"P 6","Multitenancy / Shared technology","",TRUE,,TRUE,,1,
403,"Publication","Wali2024","Malicious insiders","Vulnerabilities factors",,,TRUE,,,,,,,,"From figure 3",,"P 6","Malicious Insider attack","",TRUE,,TRUE,,1,
404,"Publication","Wali2024","Security of SCADA protocol","Vulnerabilities factors",,,TRUE,,,,,,,,"From figure 3",,"P 6","Security of SCADA protocol","",,,TRUE,,,
405,"Publication","Wali2024",,"Hardware attacks",,TRUE,,"Cyberattacks",,,,,,,"From figure 3",,"P 6",,"",,TRUE,,,,
406,"Publication","Wali2024","Vulnerabilities-based attacks","Software attacks",,TRUE,,"Cyberattacks",,,,,,,"From figure 3",,"P 6","Vulnerabilities-based attacks","",,TRUE,,,,
407,"Publication","Wali2024","Cloud-specific attacks","Software attacks",,TRUE,,"Cyberattacks",,,,,,,"From figure 3",,"P 6","Cloud-specific attacks","",TRUE,TRUE,,,,
408,"Publication","Wali2024","Industrial control systems (ICSs) attacks","Software attacks",,TRUE,,"Cyberattacks",,,,,,,"From figure 3",,"P 6","Industrial control systems (ICSs) attacks","",,TRUE,,,,
409,"Publication","Wali2024",,"Communication and protocol-specific attacks",,TRUE,,"Cyberattacks",,,,,,,"From figure 3",,"P 6",,"",,TRUE,,,,
410,"Publication","Wali2024",,"Control process attacks",,TRUE,,"Cyberattacks",,,,,,,"From figure 3",,"P 6",,"",,TRUE,,,,
411,"Publication","Wali2024",,"Insider attacks",,TRUE,,"Cyberattacks",,,,,,,"From figure 3",,"P 6","Malicious Insider attack","",TRUE,TRUE,,,1,
412,"Publication","Wali2024","DoS attacks","Cyberattacks tactics",,,,,,,,,,,"From figure 3",,"P 6","DoS/DDoS attack","",TRUE,TRUE,,,1,
413,"Publication","Wali2024","MITM attacks","Cyberattacks tactics",,,,,,,,,,,"From figure 3",,"P 6","MITM attack","",TRUE,TRUE,,,,
414,"Publication","Wali2024","APTs attacks","Cyberattacks tactics",,,,,,,,,,,"From figure 3",,"P 6","APTs","",TRUE,TRUE,,,,
415,"Publication","Wali2024","Unauthorized access and control","Malicious insider",TRUE,,,,,,,,,,,,"P 9","Insufficient/missing access control","",TRUE,,TRUE,,1,
416,"Publication","Wali2024","Data breaches","Malicious insider",TRUE,,,,,,,,,,,,"P 9","Data breach","TRUE",,,,,,1
417,"Publication","Wali2024","Data theft","Malicious insider",TRUE,,,,,,,,,,,,"P 9","Data theft","TRUE",,,,,,1
418,"Publication","Wali2024","Data manipulation","Malicious insider",TRUE,,,,,,,,,,,,"P 9","Data manipulation","",TRUE,,,,,
419,"Publication","Wali2024","Data exploitation","Malicious insider",TRUE,,,,,,,,,,,,"P 9","Data exploitation","",TRUE,,,,,
420,"Publication","Wali2024","Trojan injections","Hardware attack",,TRUE,,,,,,,,,,,"P 9","Trojans","",TRUE,TRUE,,,1,
421,"Publication","Wali2024","Expoit vulnerabilities in local security controls","Insider attack",,TRUE,,,,,,,,,,,"P 12","Expoit vulnerabilities in local security controls","",,TRUE,,,,
422,"Publication","Wali2024","Data breach","Insider attack",,,,,,,,,,,,,"P 12","Data breach","TRUE",,,,,,1
423,"Publication","Wali2024","Espionage","Insider attack",,,,,,,,,,,,,"P 12","Crimeware and cyber espionage","TRUE",,,,,,1
424,"Publication","Wali2024","Lack of efficient user authentication and authorization","Insider attack",TRUE,,,"Risk",,,,,,"One of major security threats and risks for cloud-based SCADA systems",,,"P 12","Lack of efficient user authentication and authorization","",TRUE,,,,,
425,"Publication","Wali2024","Privilege escalation","Insider attack",TRUE,,,"Risk",,,,,,"One of major security threats and risks for cloud-based SCADA systems",,,"P 12","Privilege escalation","",TRUE,TRUE,,,1,
426,"Publication","Wali2024","Social engineering","Insider attack",TRUE,,,"Risk",,,,,,"One of major security threats and risks for cloud-based SCADA systems",,,"P 12","Social engineering attacks","",TRUE,,,,1,
427,"Publication","Wali2024","Inadequate control access","Insider attack",TRUE,,,"Risk",,,,,,"One of major security threats and risks for cloud-based SCADA systems",,,"P 12","Insufficient/missing access control","",TRUE,,,,1,
428,"Publication","Wali2024","Introduce malware","Insider attack",TRUE,,,"Risk",,,,,,"One of major security threats and risks for cloud-based SCADA systems",,,"P 12","(Cloud-related) malware injection attack","",TRUE,,,,1,
429,"Publication","Wali2024","APTs","Software attacks",,TRUE,,,,,,,,,"Cloud-specific attacks",,"P 11","APTs","",TRUE,TRUE,,,,
430,"Publication","Wali2024","Compromized data integritiy","Software attacks",,TRUE,,,,,,,,,"Cloud-specific attacks",,"P 11","Compromized data integritiy","",,TRUE,,,,
431,"Publication","Wali2024","MITM attacks","Software attacks",,TRUE,,,,,,,,,"Cloud-specific attacks",,"P 11","MITM attack","",TRUE,TRUE,,,,
432,"Publication","Wali2024","Replay attacks","Software attacks",,TRUE,,,,,,,,,"Cloud-specific attacks",,"P 11","Replay attacks","",,TRUE,,,,
433,"Publication","Wali2024","DoS attacks ","Software attacks",TRUE,TRUE,,,"Availability",,,,,,"Cloud-specific attacks",,"P 11","DoS/DDoS attack","",TRUE,TRUE,,,1,
434,"Publication","Wali2024","Device subtraction","Availability threat",,TRUE,,,"Availability",,,,,,"Cloud-specific attacks",,"P 11","Device subtraction","",,TRUE,,,,
435,"Publication","Wali2024","Availability threat",,TRUE,,,,"Availability",,,,,,"Cloud-specific attacks",,"P 11","Threats related to system availability","",TRUE,,,,1,
436,"Publication","Wali2024","Service theft","Availability threat",TRUE,TRUE,,,"Availability",,,,,,"Cloud-specific attacks",,"P 11","Service theft","",TRUE,TRUE,,,,
437,"Publication","Wali2024","Path attacks","Availability threat",TRUE,TRUE,,,"Availability",,,,,,"Cloud-specific attacks",,"P 11","Path attacks","",TRUE,TRUE,,,,
438,"Publication","Wali2024","Depletion of node resources","Availability threat",TRUE,TRUE,,,"Availability",,,,,,"Cloud-specific attacks",,"P 11","Depletion of node resources","",TRUE,TRUE,,,,
439,"Publication","Wali2024","Incorrect configuration ","Integrity threats",TRUE,TRUE,,,"Integrity",,,,,,"Cloud-specific attacks",,"P 11","Misconfigured services (storage/computing instances/…) and security-related settings","",TRUE,TRUE,,,1,
440,"Publication","Wali2024","Malware injection","Integrity threats",TRUE,TRUE,,,"Integrity",,,,,,"Cloud-specific attacks",,"P 11","(Cloud-related) malware injection attack","",TRUE,TRUE,,,1,
441,"Publication","Wali2024","False data injection","Integrity threats",TRUE,TRUE,,,"Integrity",,,,,,"Cloud-specific attacks",,"P 11","False data injection","",TRUE,TRUE,,,,
442,"Publication","Wali2024","Spoofing","Integrity threats",TRUE,TRUE,,,"Integrity",,,,,,"Cloud-specific attacks",,"P 11","Spoofing","",TRUE,TRUE,,,1,
443,"Publication","Wali2024","Manipulation of routing information","Integrity threats",TRUE,TRUE,,,"Integrity",,,,,,"Cloud-specific attacks",,"P 11","Manipulation of routing information","",TRUE,TRUE,,,,
444,"Publication","Wali2024","Theft of sensitive information","Confidentiality threats",TRUE,TRUE,,,"Confientiality",,,,,,"Cloud-specific attacks",,"P 11","Access/Expose sensitive data","",TRUE,TRUE,,,1,
445,"Publication","Wali2024","Passive traffic analysis","Confidentiality threats",TRUE,TRUE,,,"Confientiality",,,,,,"Cloud-specific attacks",,"P 11","Traffic eavesdropping","",TRUE,TRUE,,,1,
446,"Publication","Wali2024","Exposure of node status","Confidentiality threats",TRUE,TRUE,,,"Confientiality",,,,,,"Cloud-specific attacks",,"P 11","Exposure of node status","",TRUE,TRUE,,,,
447,"Publication","Wali2024","Infrastructure information exposure","Confidentiality threats",TRUE,TRUE,,,"Confientiality",,,,,,"Cloud-specific attacks",,"P 11","Infrastructure information exposure","",TRUE,TRUE,,,,
448,"Publication","Wali2024","Privilege escalation","Authentication threats ",TRUE,TRUE,,,,,,,,,"Cloud-specific attacks",,"P 11","Privilege escalation","",TRUE,TRUE,,,1,
449,"Publication","Wali2024","Social engineering","Authentication threats ",TRUE,TRUE,,,,,,,,,"Cloud-specific attacks",,"P 11","Social engineering attacks","",TRUE,TRUE,,,1,
450,"Publication","Wali2024","Inadequate access control ","Authentication threats ",TRUE,TRUE,,,,,,,,,"Cloud-specific attacks",,"P 11","Insufficient/missing access control","",TRUE,,TRUE,,1,
451,"Publication","Wali2024","Node impersonation","Authentication threats ",TRUE,TRUE,,,,,,,,,"Cloud-specific attacks",,"P 11","Node impersonation","",TRUE,TRUE,,,,
452,"Publication","Wali2024","DoS/DDoS",,,TRUE,,,,,,,,,"Cloud-specific attacks",,"P 11","DoS/DDoS attack","",TRUE,TRUE,,,1,
453,"Publication","Wali2024","MITM",,,TRUE,,,,,,,,,"Cloud-specific attacks",,"P 11","MITM attack","",TRUE,TRUE,,,,
454,"Publication","Wali2024","Spoofing ","MITM attack",,TRUE,,,,,,,,,,,"P 13","Spoofing ","",TRUE,TRUE,,,1,
455,"Publication","Wali2024","Sniffing","MITM attack",,TRUE,,,,,,,,,,,"P 13","Sniffing","",TRUE,TRUE,,,1,
456,"Publication","Wali2024","Exploit zero-day vulnerabilities","APTs",,,TRUE,,,,,,,,,,"P 13","Zero-day vulnerabilities","TRUE",,,TRUE,,,1
457,"Publication","Wali2024","Unauthorized access to cloud based SCADA systems",,,TRUE,,,,,,,,,,,"P 13","Third-party access / Unauthorized access to data and privileged information","",TRUE,TRUE,,,1,
458,"Publication","Wali2024","Manipulation of data and messages",,,TRUE,,,,,,,,,,,"P 13","Manipulation of data and messages","",,TRUE,,,,
459,"Report","CSA2024","Misconfiguration & Inadequate Change Control",,TRUE,,,"Issue",,,,,,1,,"Survey","P 5","Misconfigured services (storage/computing instances/…) and security-related settings","",TRUE,,TRUE,,1,
460,"Report","CSA2024","Identity & Access Management (IAM)",,TRUE,,,"Issue",,,,,,2,,"Survey","P 5","Mistakes in Identity and access management (IAM)","",TRUE,,TRUE,,1,
461,"Report","CSA2024","Insecure Interfaces & APIs",,TRUE,,TRUE,"Issue",,,,,,3,,"Survey","P 5","Insecure interfaces and APIs","",TRUE,,TRUE,,1,
462,"Report","CSA2024","Inadequate Selection/Implementation of Cloud Security Strategy",,TRUE,,,"Issue",,,,,,4,,"Survey","P 5","Inadequate Selection/Implementation of Cloud Security Strategy","",TRUE,,TRUE,,,
